,word,char0,char1,char2,char3,char4,score
109823,fanwe,f,a,n,w,e,0.3463035019455251
117206,forge,f,o,r,g,e,0.3463035019455251
360733,vivas,v,i,v,a,s,0.3463035019455251
334782,unais,u,n,a,i,s,0.3463035019455251
260308,ramie,r,a,m,i,e,0.3463035019455251
369348,zymes,z,y,m,e,s,0.3463035019455251
133338,hange,h,a,n,g,e,0.3463035019455251
195663,murat,m,u,r,a,t,0.3463035019455251
25116,axils,a,x,i,l,s,0.3463035019455251
188010,minow,m,i,n,o,w,0.3463035019455251
125631,girth,g,i,r,t,h,0.3463035019455251
193235,mopla,m,o,p,l,a,0.34630350194552506
3916,adieu,a,d,i,e,u,0.34630350194552506
315931,tampa,t,a,m,p,a,0.34630350194552506
333238,tween,t,w,e,e,n,0.34630350194552506
289593,sicht,s,i,c,h,t,0.34630350194552506
110337,fatso,f,a,t,s,o,0.34630350194552506
7256,alada,a,l,a,d,a,0.34630350194552506
256743,punta,p,u,n,t,a,0.34630350194552506
166037,koorg,k,o,o,r,g,0.346303501945525
369016,zeist,z,e,i,s,t,0.346303501945525
35231,bitte,b,i,t,t,e,0.346303501945525
33214,bibbs,b,i,b,b,s,0.346303501945525
32141,berme,b,e,r,m,e,0.346303501945525
326394,torve,t,o,r,v,e,0.346303501945525
93800,ducts,d,u,c,t,s,0.346303501945525
90840,dogal,d,o,g,a,l,0.346303501945525
39788,brake,b,r,a,k,e,0.346303501945525
37084,bobol,b,o,b,o,l,0.34630350194552495
237744,pirny,p,i,r,n,y,0.3459143968871594
5184,aesir,a,e,s,i,r,0.3459143968871593
265736,regna,r,e,g,n,a,0.3459143968871593
170330,lemna,l,e,m,n,a,0.3459143968871593
295686,snoop,s,n,o,o,p,0.3459143968871593
25324,azons,a,z,o,n,s,0.3459143968871593
135393,heinz,h,e,i,n,z,0.3459143968871593
274604,rotan,r,o,t,a,n,0.3459143968871593
305053,stold,s,t,o,l,d,0.3459143968871593
314031,swamp,s,w,a,m,p,0.3459143968871593
173473,lisps,l,i,s,p,s,0.3459143968871593
242769,poloi,p,o,l,o,i,0.3459143968871593
357349,vasal,v,a,s,a,l,0.3459143968871593
167530,lally,l,a,l,l,y,0.34591439688715925
289996,sight,s,i,g,h,t,0.34591439688715925
327165,track,t,r,a,c,k,0.34591439688715925
92683,dramm,d,r,a,m,m,0.3459143968871592
326661,tourn,t,o,u,r,n,0.3459143968871592
60486,cloth,c,l,o,t,h,0.3459143968871592
314592,swith,s,w,i,t,h,0.3459143968871592
76173,dafla,d,a,f,l,a,0.34552529182879366
75445,cursa,c,u,r,s,a,0.34552529182879366
279902,scaup,s,c,a,u,p,0.34552529182879366
131371,gunks,g,u,n,k,s,0.3455252918287936
176838,macle,m,a,c,l,e,0.3455252918287936
198933,neums,n,e,u,m,s,0.34552529182879355
356453,vadim,v,a,d,i,m,0.34552529182879355
177661,mahar,m,a,h,a,r,0.34552529182879355
36030,blend,b,l,e,n,d,0.34552529182879355
292686,siusi,s,i,u,s,i,0.34552529182879355
50270,cawny,c,a,w,n,y,0.34552529182879355
267351,remit,r,e,m,i,t,0.34552529182879355
292158,sioux,s,i,o,u,x,0.3455252918287935
324112,tinty,t,i,n,t,y,0.3455252918287935
34533,biose,b,i,o,s,e,0.3455252918287935
61233,coble,c,o,b,l,e,0.3455252918287935
231843,perry,p,e,r,r,y,0.3455252918287935
123122,gehey,g,e,h,e,y,0.3455252918287935
70492,coude,c,o,u,d,e,0.3455252918287935
127979,goose,g,o,o,s,e,0.3455252918287935
362308,waltz,w,a,l,t,z,0.3455252918287935
266923,relig,r,e,l,i,g,0.3455252918287935
295036,smolt,s,m,o,l,t,0.3455252918287935
127230,goave,g,o,a,v,e,0.3455252918287935
325085,togae,t,o,g,a,e,0.3455252918287935
314540,swirl,s,w,i,r,l,0.34552529182879343
330483,tript,t,r,i,p,t,0.34552529182879343
40144,braza,b,r,a,z,a,0.34552529182879343
145720,yarak,y,a,r,a,k,0.34513618677042796
20803,arums,a,r,u,m,s,0.34513618677042784
314212,sweat,s,w,e,a,t,0.34513618677042784
299119,spelt,s,p,e,l,t,0.34513618677042784
121351,galli,g,a,l,l,i,0.3451361867704278
358755,versa,v,e,r,s,a,0.3451361867704278
95193,eches,e,c,h,e,s,0.3451361867704278
52042,chaka,c,h,a,k,a,0.3451361867704278
167618,lamda,l,a,m,d,a,0.3451361867704278
37234,bodle,b,o,d,l,e,0.3451361867704278
115800,fohat,f,o,h,a,t,0.3451361867704278
85119,didus,d,i,d,u,s,0.3451361867704278
274007,romal,r,o,m,a,l,0.3451361867704278
125698,givey,g,i,v,e,y,0.3451361867704278
208533,norma,n,o,r,m,a,0.3451361867704278
56971,cicad,c,i,c,a,d,0.3451361867704278
81209,dense,d,e,n,s,e,0.34513618677042773
300565,split,s,p,l,i,t,0.34513618677042773
119408,frost,f,r,o,s,t,0.34513618677042773
30468,befit,b,e,f,i,t,0.34513618677042773
183995,mesad,m,e,s,a,d,0.3451361867704277
175405,lotto,l,o,t,t,o,0.3451361867704277
133054,hamsa,h,a,m,s,a,0.34474708171206214
4753,aecia,a,e,c,i,a,0.34474708171206214
132323,haiku,h,a,i,k,u,0.3447470817120621
305928,straw,s,t,r,a,w,0.3447470817120621
854,abris,a,b,r,i,s,0.3447470817120621
110444,fause,f,a,u,s,e,0.3447470817120621
313485,surly,s,u,r,l,y,0.3447470817120621
10270,amens,a,m,e,n,s,0.3447470817120621
237170,pinny,p,i,n,n,y,0.3447470817120621
244875,poule,p,o,u,l,e,0.3447470817120621
295466,snerp,s,n,e,r,p,0.34474708171206203
185336,metol,m,e,t,o,l,0.34474708171206203
287442,shape,s,h,a,p,e,0.34474708171206203
240305,plows,p,l,o,w,s,0.34474708171206203
72470,creda,c,r,e,d,a,0.34474708171206203
28701,baske,b,a,s,k,e,0.34474708171206203
262906,recit,r,e,c,i,t,0.34474708171206203
274941,route,r,o,u,t,e,0.34474708171206203
175369,lotan,l,o,t,a,n,0.34474708171206203
208815,notal,n,o,t,a,l,0.34474708171206203
118431,frase,f,r,a,s,e,0.344747081712062
39063,bouse,b,o,u,s,e,0.344747081712062
180776,masse,m,a,s,s,e,0.344747081712062
113835,flamb,f,l,a,m,b,0.344747081712062
43332,burst,b,u,r,s,t,0.344747081712062
13947,anser,a,n,s,e,r,0.344747081712062
300245,spite,s,p,i,t,e,0.3447470817120619
152979,inlet,i,n,l,e,t,0.3447470817120619
81286,denty,d,e,n,t,y,0.34474708171206186
223208,payor,p,a,y,o,r,0.3443579766536964
276505,sadhu,s,a,d,h,u,0.3443579766536964
310049,sudra,s,u,d,r,a,0.3443579766536964
3933,adios,a,d,i,o,s,0.34435797665369633
85169,diene,d,i,e,n,e,0.34435797665369633
115251,fluey,f,l,u,e,y,0.34435797665369633
7306,alani,a,l,a,n,i,0.34435797665369633
20792,aruac,a,r,u,a,c,0.34435797665369633
292984,skeps,s,k,e,p,s,0.34435797665369633
121851,gange,g,a,n,g,e,0.34435797665369633
172913,linie,l,i,n,i,e,0.34435797665369633
121975,gansy,g,a,n,s,y,0.34435797665369633
290899,simon,s,i,m,o,n,0.3443579766536963
5185,aesop,a,e,s,o,p,0.3443579766536963
177654,mahal,m,a,h,a,l,0.3443579766536963
298134,sozly,s,o,z,l,y,0.3443579766536963
53788,chena,c,h,e,n,a,0.3443579766536963
172702,linda,l,i,n,d,a,0.3443579766536963
111790,fetor,f,e,t,o,r,0.3443579766536963
76958,darky,d,a,r,k,y,0.3443579766536963
166101,korin,k,o,r,i,n,0.3443579766536963
124475,ghana,g,h,a,n,a,0.3443579766536963
168523,largo,l,a,r,g,o,0.3443579766536963
176639,macan,m,a,c,a,n,0.3443579766536963
314464,swine,s,w,i,n,e,0.3443579766536962
130118,groat,g,r,o,a,t,0.3443579766536962
41721,bruit,b,r,u,i,t,0.3443579766536962
300378,splat,s,p,l,a,t,0.3443579766536962
60393,clone,c,l,o,n,e,0.3443579766536962
177632,magog,m,a,g,o,g,0.3443579766536962
51972,chain,c,h,a,i,n,0.3443579766536962
72163,crape,c,r,a,p,e,0.3443579766536962
71530,covin,c,o,v,i,n,0.3443579766536962
273131,ryots,r,y,o,t,s,0.34435797665369616
180886,masty,m,a,s,t,y,0.34435797665369616
175050,loofa,l,o,o,f,a,0.34435797665369616
367394,wootz,w,o,o,t,z,0.34435797665369616
91057,dolce,d,o,l,c,e,0.3443579766536961
248146,prela,p,r,e,l,a,0.3439688715953306
261006,ratha,r,a,t,h,a,0.3439688715953306
306272,strig,s,t,r,i,g,0.34396887159533057
332510,tupek,t,u,p,e,k,0.34396887159533057
191200,moeck,m,o,e,c,k,0.34396887159533057
130623,gruss,g,r,u,s,s,0.3439688715953305
349262,unred,u,n,r,e,d,0.3439688715953305
59608,clead,c,l,e,a,d,0.3439688715953305
95922,eerie,e,e,r,i,e,0.3439688715953305
314152,swash,s,w,a,s,h,0.3439688715953305
326715,tovah,t,o,v,a,h,0.3439688715953305
361400,votal,v,o,t,a,l,0.3439688715953305
227541,pasul,p,a,s,u,l,0.3439688715953305
117782,fosie,f,o,s,i,e,0.3439688715953305
287237,shako,s,h,a,k,o,0.3439688715953305
366229,wynns,w,y,n,n,s,0.3439688715953305
166293,krina,k,r,i,n,a,0.3439688715953305
368349,xenia,x,e,n,i,a,0.3439688715953305
43824,bwana,b,w,a,n,a,0.3439688715953305
254265,prunt,p,r,u,n,t,0.3439688715953305
60416,cloof,c,l,o,o,f,0.34396887159533046
143765,horde,h,o,r,d,e,0.34396887159533046
168680,larve,l,a,r,v,e,0.34396887159533046
77469,deady,d,e,a,d,y,0.3439688715953304
54285,child,c,h,i,l,d,0.3439688715953304
90566,dobra,d,o,b,r,a,0.3439688715953304
288539,shisn,s,h,i,s,n,0.3439688715953304
53100,chati,c,h,a,t,i,0.3439688715953304
316869,tasco,t,a,s,c,o,0.3439688715953304
303548,stela,s,t,e,l,a,0.343579766536965
303533,steid,s,t,e,i,d,0.34357976653696487
306915,stunt,s,t,u,n,t,0.3435797665369648
317243,tawie,t,a,w,i,e,0.3435797665369648
182274,meech,m,e,e,c,h,0.34357976653696476
274636,rotch,r,o,t,c,h,0.34357976653696476
252397,prone,p,r,o,n,e,0.34357976653696476
279788,scarn,s,c,a,r,n,0.34357976653696476
166076,koran,k,o,r,a,n,0.34357976653696476
181993,media,m,e,d,i,a,0.34357976653696476
181374,matza,m,a,t,z,a,0.34357976653696476
37329,bogle,b,o,g,l,e,0.3435797665369647
190941,mobil,m,o,b,i,l,0.3435797665369647
361799,waffs,w,a,f,f,s,0.3435797665369647
13944,ansel,a,n,s,e,l,0.3435797665369647
298434,spark,s,p,a,r,k,0.3435797665369647
216097,ousel,o,u,s,e,l,0.3435797665369647
8363,alist,a,l,i,s,t,0.3435797665369647
314420,swill,s,w,i,l,l,0.3435797665369647
54842,chirr,c,h,i,r,r,0.34357976653696465
213134,ootid,o,o,t,i,d,0.34357976653696465
196940,narco,n,a,r,c,o,0.34357976653696465
37487,bokom,b,o,k,o,m,0.34357976653696465
90826,doesn,d,o,e,s,n,0.34357976653696465
51725,cesti,c,e,s,t,i,0.3435797665369646
368022,wrist,w,r,i,s,t,0.3435797665369646
36290,blite,b,l,i,t,e,0.3435797665369646
228243,pawaw,p,a,w,a,w,0.3431906614785991
163247,karoo,k,a,r,o,o,0.3431906614785991
252471,proof,p,r,o,o,f,0.34319066147859906
281174,scoot,s,c,o,o,t,0.34319066147859906
305187,stone,s,t,o,n,e,0.34319066147859906
305630,strag,s,t,r,a,g,0.34319066147859906
85095,didnt,d,i,d,n,t,0.343190661478599
130740,guara,g,u,a,r,a,0.343190661478599
166234,krang,k,r,a,n,g,0.343190661478599
88734,disna,d,i,s,n,a,0.343190661478599
168080,langi,l,a,n,g,i,0.343190661478599
168091,lango,l,a,n,g,o,0.343190661478599
166214,kraal,k,r,a,a,l,0.343190661478599
128946,grank,g,r,a,n,k,0.343190661478599
109207,fagin,f,a,g,i,n,0.343190661478599
27473,banjo,b,a,n,j,o,0.343190661478599
18294,araba,a,r,a,b,a,0.343190661478599
181476,mavie,m,a,v,i,e,0.343190661478599
174264,local,l,o,c,a,l,0.343190661478599
109065,facto,f,a,c,t,o,0.343190661478599
94475,duroc,d,u,r,o,c,0.343190661478599
171907,lifey,l,i,f,e,y,0.343190661478599
168795,latax,l,a,t,a,x,0.343190661478599
298142,space,s,p,a,c,e,0.34319066147859895
170140,legit,l,e,g,i,t,0.34319066147859895
123663,genre,g,e,n,r,e,0.34319066147859895
42429,bulbs,b,u,l,b,s,0.34319066147859895
31160,belli,b,e,l,l,i,0.3431906614785989
31214,bello,b,e,l,l,o,0.3431906614785989
73957,croup,c,r,o,u,p,0.3431906614785989
294935,smith,s,m,i,t,h,0.3431906614785989
362094,waive,w,a,i,v,e,0.3431906614785989
303230,stead,s,t,e,a,d,0.34280155642023336
139094,hiera,h,i,e,r,a,0.34280155642023336
291943,synop,s,y,n,o,p,0.34280155642023336
20145,arrah,a,r,r,a,h,0.34280155642023336
109987,farmy,f,a,r,m,y,0.3428015564202333
305286,stoof,s,t,o,o,f,0.3428015564202333
22667,atlas,a,t,l,a,s,0.3428015564202333
159979,jacob,j,a,c,o,b,0.3428015564202333
257783,quags,q,u,a,g,s,0.3428015564202333
111821,feuar,f,e,u,a,r,0.3428015564202333
323552,tilda,t,i,l,d,a,0.34280155642023324
320364,tewit,t,e,w,i,t,0.34280155642023324
212322,ollas,o,l,l,a,s,0.34280155642023324
131703,gweed,g,w,e,e,d,0.34280155642023324
52328,champ,c,h,a,m,p,0.34280155642023324
268449,repps,r,e,p,p,s,0.34280155642023324
333124,tutus,t,u,t,u,s,0.34280155642023324
315785,taluk,t,a,l,u,k,0.34280155642023324
9304,alpen,a,l,p,e,n,0.34280155642023324
143955,horry,h,o,r,r,y,0.3428015564202332
256171,puist,p,u,i,s,t,0.3428015564202332
114890,floit,f,l,o,i,t,0.3428015564202332
213943,orang,o,r,a,n,g,0.3428015564202332
26878,balky,b,a,l,k,y,0.3428015564202332
273593,robot,r,o,b,o,t,0.3428015564202332
205488,nonny,n,o,n,n,y,0.3428015564202332
128955,grano,g,r,a,n,o,0.3428015564202332
59514,clava,c,l,a,v,a,0.34280155642023313
13514,annex,a,n,n,e,x,0.34280155642023313
37520,boldo,b,o,l,d,o,0.3428015564202331
239697,plebs,p,l,e,b,s,0.34241245136186754
164033,kerne,k,e,r,n,e,0.34241245136186754
360738,vivek,v,i,v,e,k,0.34241245136186754
236567,pilaw,p,i,l,a,w,0.34241245136186754
7399,albas,a,l,b,a,s,0.34241245136186754
57335,cigar,c,i,g,a,r,0.3424124513618675
44635,cajan,c,a,j,a,n,0.3424124513618675
255900,pubis,p,u,b,i,s,0.3424124513618675
223921,palki,p,a,l,k,i,0.3424124513618675
157420,yocks,y,o,c,k,s,0.3424124513618675
125852,glair,g,l,a,i,r,0.3424124513618675
142737,homam,h,o,m,a,m,0.3424124513618675
297889,soupy,s,o,u,p,y,0.3424124513618675
296232,socky,s,o,c,k,y,0.3424124513618675
41437,bronk,b,r,o,n,k,0.34241245136186743
16569,aoife,a,o,i,f,e,0.34241245136186743
367636,worry,w,o,r,r,y,0.34241245136186743
193378,mordu,m,o,r,d,u,0.34241245136186743
146848,yelps,y,e,l,p,s,0.34241245136186743
294287,slock,s,l,o,c,k,0.34241245136186743
304806,stire,s,t,i,r,e,0.34241245136186743
52675,chapt,c,h,a,p,t,0.34241245136186743
54747,chirl,c,h,i,r,l,0.3424124513618674
118484,fraud,f,r,a,u,d,0.3424124513618674
288565,shiva,s,h,i,v,a,0.3424124513618674
58998,clade,c,l,a,d,e,0.3424124513618674
194108,motty,m,o,t,t,y,0.3424124513618674
37277,bogan,b,o,g,a,n,0.3424124513618674
128326,gourd,g,o,u,r,d,0.3424124513618674
209198,novus,n,o,v,u,s,0.3424124513618674
110830,fedia,f,e,d,i,a,0.34202334630350184
165276,kivas,k,i,v,a,s,0.3420233463035018
53282,cheat,c,h,e,a,t,0.34202334630350173
249621,prest,p,r,e,s,t,0.34202334630350173
101193,entea,e,n,t,e,a,0.34202334630350173
39316,bozal,b,o,z,a,l,0.34202334630350173
367745,would,w,o,u,l,d,0.34202334630350173
146914,ierne,i,e,r,n,e,0.34202334630350173
112788,filth,f,i,l,t,h,0.34202334630350173
90560,dobla,d,o,b,l,a,0.34202334630350173
18469,araru,a,r,a,r,u,0.34202334630350173
120941,gaffs,g,a,f,f,s,0.34202334630350173
180720,mason,m,a,s,o,n,0.34202334630350173
136510,hemps,h,e,m,p,s,0.34202334630350173
242995,pondy,p,o,n,d,y,0.3420233463035017
34750,birde,b,i,r,d,e,0.3420233463035017
91029,doylt,d,o,y,l,t,0.3420233463035017
134268,hatty,h,a,t,t,y,0.3420233463035017
114796,float,f,l,o,a,t,0.3420233463035017
360859,vocab,v,o,c,a,b,0.3420233463035017
319903,tetch,t,e,t,c,h,0.3420233463035016
288177,shide,s,h,i,d,e,0.3420233463035016
144601,hsien,h,s,i,e,n,0.3420233463035016
159725,ivied,i,v,i,e,d,0.3420233463035016
46786,capax,c,a,p,a,x,0.3420233463035016
91404,doncy,d,o,n,c,y,0.34202334630350156
130052,grist,g,r,i,s,t,0.34202334630350156
197972,neela,n,e,e,l,a,0.3416342412451361
227997,patsy,p,a,t,s,y,0.341634241245136
71683,coxae,c,o,x,a,e,0.341634241245136
294552,sluig,s,l,u,i,g,0.341634241245136
257913,quant,q,u,a,n,t,0.341634241245136
118543,fream,f,r,e,a,m,0.34163424124513597
59644,clear,c,l,e,a,r,0.34163424124513597
178757,mamma,m,a,m,m,a,0.34163424124513597
279959,scend,s,c,e,n,d,0.34163424124513597
290730,simba,s,i,m,b,a,0.34163424124513597
294156,slipe,s,l,i,p,e,0.34163424124513597
131490,guric,g,u,r,i,c,0.34163424124513597
160436,jarde,j,a,r,d,e,0.34163424124513597
368899,zapus,z,a,p,u,s,0.34163424124513597
169243,lautu,l,a,u,t,u,0.3416342412451359
293794,slavi,s,l,a,v,i,0.3416342412451359
300640,spoil,s,p,o,i,l,0.3416342412451359
91470,donsy,d,o,n,s,y,0.3416342412451359
35760,blase,b,l,a,s,e,0.3416342412451359
170464,lense,l,e,n,s,e,0.3416342412451359
183998,mesal,m,e,s,a,l,0.3416342412451359
62611,cokie,c,o,k,i,e,0.3416342412451359
37984,bonze,b,o,n,z,e,0.34163424124513586
288894,shorn,s,h,o,r,n,0.34163424124513586
93133,drinn,d,r,i,n,n,0.34163424124513586
77289,dauri,d,a,u,r,i,0.34163424124513586
261587,ready,r,e,a,d,y,0.34163424124513586
38064,booky,b,o,o,k,y,0.34163424124513586
124435,getid,g,e,t,i,d,0.34163424124513586
131581,gusts,g,u,s,t,s,0.34163424124513586
319782,teste,t,e,s,t,e,0.3416342412451358
239779,plena,p,l,e,n,a,0.3412451361867703
313472,surya,s,u,r,y,a,0.3412451361867703
310080,suety,s,u,e,t,y,0.3412451361867702
302252,stade,s,t,a,d,e,0.3412451361867702
39231,bowne,b,o,w,n,e,0.3412451361867702
240185,ploys,p,l,o,y,s,0.3412451361867702
291163,simul,s,i,m,u,l,0.3412451361867702
94028,dumas,d,u,m,a,s,0.3412451361867702
209917,oasal,o,a,s,a,l,0.3412451361867702
29226,baume,b,a,u,m,e,0.3412451361867702
294750,smash,s,m,a,s,h,0.3412451361867702
23448,aulic,a,u,l,i,c,0.3412451361867702
61797,codon,c,o,d,o,n,0.3412451361867702
244844,pouch,p,o,u,c,h,0.3412451361867702
126112,gleds,g,l,e,d,s,0.3412451361867702
295949,snugs,s,n,u,g,s,0.3412451361867702
213199,opals,o,p,a,l,s,0.3412451361867702
232913,phane,p,h,a,n,e,0.3412451361867702
238778,plain,p,l,a,i,n,0.3412451361867702
242699,polly,p,o,l,l,y,0.34124513618677016
54589,chine,c,h,i,n,e,0.34124513618677016
367997,wring,w,r,i,n,g,0.3412451361867701
73658,crony,c,r,o,n,y,0.3412451361867701
39826,brame,b,r,a,m,e,0.3412451361867701
269995,restr,r,e,s,t,r,0.3412451361867701
30371,beery,b,e,e,r,y,0.34124513618677005
59292,clary,c,l,a,r,y,0.34124513618677005
261196,ratwa,r,a,t,w,a,0.34085603112840457
163133,kaphs,k,a,p,h,s,0.3408560311284045
256774,pupas,p,u,p,a,s,0.3408560311284045
113937,flank,f,l,a,n,k,0.3408560311284045
163410,katie,k,a,t,i,e,0.3408560311284045
181296,matsu,m,a,t,s,u,0.34085603112840446
168620,larky,l,a,r,k,y,0.34085603112840446
166152,kotar,k,o,t,a,r,0.34085603112840446
11846,anana,a,n,a,n,a,0.34085603112840446
86154,dinka,d,i,n,k,a,0.34085603112840446
123584,genin,g,e,n,i,n,0.3408560311284044
167847,lamut,l,a,m,u,t,0.3408560311284044
27932,barfy,b,a,r,f,y,0.3408560311284044
274152,rondo,r,o,n,d,o,0.3408560311284044
32093,beryl,b,e,r,y,l,0.3408560311284044
300744,spong,s,p,o,n,g,0.3408560311284044
128168,gorry,g,o,r,r,y,0.3408560311284044
97871,elver,e,l,v,e,r,0.3408560311284044
73526,croak,c,r,o,a,k,0.3408560311284044
68870,corby,c,o,r,b,y,0.3408560311284044
239529,plato,p,l,a,t,o,0.3408560311284044
315963,tamul,t,a,m,u,l,0.3408560311284044
158037,irked,i,r,k,e,d,0.34085603112840435
50400,ceibo,c,e,i,b,o,0.34085603112840435
40932,brise,b,r,i,s,e,0.3408560311284043
83326,dette,d,e,t,t,e,0.3408560311284043
188332,mirak,m,i,r,a,k,0.34046692607003887
113249,firma,f,i,r,m,a,0.3404669260700388
304445,stile,s,t,i,l,e,0.34046692607003876
135347,heiau,h,e,i,a,u,0.3404669260700387
242188,polyp,p,o,l,y,p,0.3404669260700387
209401,nuder,n,u,d,e,r,0.3404669260700387
279901,scaum,s,c,a,u,m,0.3404669260700387
166724,labor,l,a,b,o,r,0.3404669260700387
228211,pavin,p,a,v,i,n,0.3404669260700387
222872,padri,p,a,d,r,i,0.3404669260700387
112879,finch,f,i,n,c,h,0.3404669260700387
179169,mangy,m,a,n,g,y,0.3404669260700387
163041,kande,k,a,n,d,e,0.3404669260700387
19300,aread,a,r,e,a,d,0.3404669260700387
177457,magma,m,a,g,m,a,0.3404669260700387
132516,hakim,h,a,k,i,m,0.3404669260700387
360184,virid,v,i,r,i,d,0.3404669260700387
232455,petre,p,e,t,r,e,0.34046692607003864
183951,merry,m,e,r,r,y,0.34046692607003864
54377,chill,c,h,i,l,l,0.34046692607003864
160506,jarry,j,a,r,r,y,0.34046692607003864
130437,grows,g,r,o,w,s,0.3404669260700386
183264,mende,m,e,n,d,e,0.3404669260700386
37786,bonbo,b,o,n,b,o,0.3404669260700386
38595,boson,b,o,s,o,n,0.3404669260700386
329787,triga,t,r,i,g,a,0.3404669260700386
169529,leady,l,e,a,d,y,0.3404669260700386
24653,avens,a,v,e,n,s,0.340077821011673
227203,pasha,p,a,s,h,a,0.34007782101167294
273984,rollo,r,o,l,l,o,0.34007782101167294
364210,wersh,w,e,r,s,h,0.34007782101167294
263661,recta,r,e,c,t,a,0.34007782101167294
91502,dooja,d,o,o,j,a,0.34007782101167294
194032,moton,m,o,t,o,n,0.34007782101167294
333692,uinta,u,i,n,t,a,0.34007782101167294
232695,phaca,p,h,a,c,a,0.34007782101167294
164374,kyars,k,y,a,r,s,0.34007782101167294
76513,daman,d,a,m,a,n,0.34007782101167294
166102,korma,k,o,r,m,a,0.34007782101167294
52224,chama,c,h,a,m,a,0.34007782101167294
36532,bloop,b,l,o,o,p,0.34007782101167294
256953,purim,p,u,r,i,m,0.34007782101167294
10675,amiss,a,m,i,s,s,0.34007782101167294
41955,bubos,b,u,b,o,s,0.34007782101167294
275519,rumen,r,u,m,e,n,0.34007782101167294
198719,nerol,n,e,r,o,l,0.34007782101167294
184636,metae,m,e,t,a,e,0.3400778210116729
326690,touse,t,o,u,s,e,0.3400778210116729
302900,stary,s,t,a,r,y,0.3400778210116729
81981,deray,d,e,r,a,y,0.3400778210116729
62402,cohol,c,o,h,o,l,0.3400778210116729
93241,droil,d,r,o,i,l,0.34007782101167283
365738,wyled,w,y,l,e,d,0.34007782101167283
54097,chica,c,h,i,c,a,0.34007782101167283
77677,deave,d,e,a,v,e,0.34007782101167283
294673,smaik,s,m,a,i,k,0.33968871595330724
194179,moule,m,o,u,l,e,0.33968871595330724
271693,rfree,r,f,r,e,e,0.33968871595330724
137127,herma,h,e,r,m,a,0.3396887159533072
178080,makah,m,a,k,a,h,0.3396887159533072
228183,pavan,p,a,v,a,n,0.3396887159533072
356009,usnea,u,s,n,e,a,0.3396887159533072
93325,droop,d,r,o,o,p,0.3396887159533072
132506,hakam,h,a,k,a,m,0.3396887159533072
243403,porgo,p,o,r,g,o,0.3396887159533072
187979,minny,m,i,n,n,y,0.3396887159533072
3443,adams,a,d,a,m,s,0.3396887159533072
244769,potoo,p,o,t,o,o,0.3396887159533072
197537,nawab,n,a,w,a,b,0.3396887159533072
166151,kotal,k,o,t,a,l,0.3396887159533072
131520,gurus,g,u,r,u,s,0.3396887159533072
168177,lanky,l,a,n,k,y,0.3396887159533072
79824,deynt,d,e,y,n,t,0.33968871595330713
58982,clack,c,l,a,c,k,0.33968871595330713
33923,bilin,b,i,l,i,n,0.33968871595330713
332166,tufts,t,u,f,t,s,0.33968871595330713
116043,fondu,f,o,n,d,u,0.33968871595330713
262195,rebab,r,e,b,a,b,0.33968871595330713
325443,tomin,t,o,m,i,n,0.33968871595330713
29709,bebar,b,e,b,a,r,0.3396887159533071
77090,dasht,d,a,s,h,t,0.3396887159533071
26403,bahut,b,a,h,u,t,0.3396887159533071
41852,bruta,b,r,u,t,a,0.3396887159533071
74247,crura,c,r,u,r,a,0.3396887159533071
62311,cogon,c,o,g,o,n,0.3396887159533071
63717,comdg,c,o,m,d,g,0.3396887159533071
364448,whata,w,h,a,t,a,0.3396887159533071
287067,shady,s,h,a,d,y,0.3396887159533071
224257,pampa,p,a,m,p,a,0.33929961089494154
303257,steal,s,t,e,a,l,0.33929961089494154
369629,zoeal,z,o,e,a,l,0.33929961089494154
275265,rudas,r,u,d,a,s,0.33929961089494154
177965,mayor,m,a,y,o,r,0.3392996108949415
303647,steng,s,t,e,n,g,0.3392996108949415
197180,nassa,n,a,s,s,a,0.33929961089494143
96326,eyass,e,y,a,s,s,0.33929961089494143
122872,gaure,g,a,u,r,e,0.33929961089494143
19408,arest,a,r,e,s,t,0.33929961089494143
78024,decap,d,e,c,a,p,0.33929961089494143
333174,twana,t,w,a,n,a,0.33929961089494143
85976,dimps,d,i,m,p,s,0.33929961089494143
97782,elric,e,l,r,i,c,0.33929961089494143
173851,litra,l,i,t,r,a,0.33929961089494143
13451,anlas,a,n,l,a,s,0.33929961089494143
281040,scoad,s,c,o,a,d,0.33929961089494143
33683,bigam,b,i,g,a,m,0.33929961089494143
160175,jaime,j,a,i,m,e,0.33929961089494143
280897,sclat,s,c,l,a,t,0.33929961089494143
282984,sedge,s,e,d,g,e,0.33929961089494143
295388,snead,s,n,e,a,d,0.33929961089494143
6194,agios,a,g,i,o,s,0.33929961089494143
171330,lexic,l,e,x,i,c,0.33929961089494143
245222,prahm,p,r,a,h,m,0.33929961089494143
305283,stood,s,t,o,o,d,0.33929961089494143
288172,shick,s,h,i,c,k,0.3392996108949414
44302,caddo,c,a,d,d,o,0.3392996108949414
28916,bathe,b,a,t,h,e,0.3392996108949414
331832,tuarn,t,u,a,r,n,0.3392996108949413
130176,grond,g,r,o,n,d,0.3392996108949413
364120,wench,w,e,n,c,h,0.3392996108949413
318784,tendo,t,e,n,d,o,0.3392996108949413
132883,halva,h,a,l,v,a,0.3392996108949413
158126,irous,i,r,o,u,s,0.3392996108949413
40117,brawl,b,r,a,w,l,0.3392996108949413
